  wn	             sow(s)	          rcvr_x(m)	          rcvr_y(m)	          rcvr_z(m)	       rcvr_vx(m/s)	       rcvr_vy(m/s)	       rcvr_vz(m/s)	     rcvr_ax(m/s^2)	     rcvr_ay(m/s^2)	     rcvr_az(m/s^2)	     jerk_ax(m/s^3)	     jerk_ay(m/s^3)	     jerk_az(m/s^3)	         longitude(rad)	          latitude(rad)	        altitude(m)	         pitch(deg)	          roll(deg)	           yaw(deg)	        distacne(m)	     elevation(deg)	       azimuth(deg)	
 756	         487926.000	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.100	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.200	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.300	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.400	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.500	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.600	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.700	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.800	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487926.900	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.000	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.100	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.200	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.300	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.400	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.500	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.600	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.700	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.800	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487927.900	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.000	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.100	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.200	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.300	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.400	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.500	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.600	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.700	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.800	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487928.900	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.000	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.100	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.200	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.300	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.400	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.500	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.600	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.700	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.800	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487929.900	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.000	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.100	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.200	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.300	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.400	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.500	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.600	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.700	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.800	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487930.900	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.000	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.100	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.200	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.300	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.400	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.500	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.600	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.700	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.800	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487931.900	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.000	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.100	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.200	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.300	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.400	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.500	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.600	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.700	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.800	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487932.900	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487933.000	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487933.100	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
 756	         487933.200	-2178204.5069413660	 4382013.3694644952	 4077085.1783051277	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       0.0000000000	       2.03210398261109	       0.69794039374282	      49.7982404809	       0.1313781738	       0.0000000000	      88.5787963867	       0.0000000000	      22.7235717773	      -0.0000000000	
